**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

day,entry_ts,dir,peak_pts,peak_dollar,bars_to_peak,sec_to_peak,path_len,pnl
2026_03_18,1773871744.0,short,10.0,20.0,41,205,52,15.5
2026_03_18,1773877500.0,long,13.0,26.0,15,75,107,-8.0
2026_03_18,1773878162.0,long,14.5,29.0,25,125,32,21.0
2026_03_19,1773882903.0,long,12.25,24.5,64,320,68,29.0
2026_03_19,1773929700.0,long,22.75,45.5,3,15,37,-10.0
2026_03_19,1773929880.0,long,17.75,35.5,3,15,37,-65.0
2026_04_01,1775027820.0,long,133.75,267.5,11,55,37,18.0
2026_04_01,1775028300.0,short,-109.0,-218.0,7,35,49,20.0
2026_04_01,1775028540.0,short,-128.0,-256.0,3,15,109,19.0
2026_04_01,1775029920.0,short,-56.75,-113.5,21,105,49,7.0
2026_04_01,1775064120.0,short,-248.0,-496.0,20,100,37,18.5
2026_04_01,1775068200.0,long,10.5,21.0,24,120,37,12.5
2026_04_01,1775076720.0,short,-64.25,-128.5,101,505,109,-311.0
2026_04_02,1775114040.0,long,-327.25,-654.5,26,130,121,10.5
2026_04_02,1775130300.0,short,110.5,221.0,24,120,61,10.5
2026_04_02,1775167800.0,long,41.0,82.0,7,35,72,37.0
2026_04_08,1775624640.0,long,8.75,17.5,3,15,9,4.0
